Species,PlantGeno,Isolate,PlantID,LeafID,LeafPos,Experiment,Replicate,AgarFlat,Lesion.Size,pixelsPERcm
Wl,LA1547,Navel,5,5,B,96b,96b208a,208a-8b.jpg,1687,85.4751
Wl,LA1547,1.05.24,3,2,A,96a,96a208b,208b-3b.jpg,0.831925035,92.0386
Wl,LA1547,KernB1,1,2,B,96b,96b208a,208a-1b.jpg,4518,84.5843
Wl,LA1547,1.03.02,5,1,A,96a,96a208a,208a-6b.jpg,966,93.0568
Wl,LA1547,1.05.16,2,5,A,96a,96a127,127-3b.jpg,254,92.0014
Wl,LA1547,1.04.15,2,2,A,96a,96a208b,208b-2b.jpg,0,91.6788
Wl,LA1547,Fresa525,2,3,B,96b,96b208a,208a-2b.jpg,5010,85.4719
Wl,LA1547,Gallo1,2,5,B,96a,96a208a,208a-3b.jpg,2218,92.7904
Wl,LA1547,1.02.04,1,2,A,96a,96a208b,208b-1b.jpg,893,92.3472
Wl,LA1547,1.04.01,3,1,A,96a,96a208a,208a-3b.jpg,5912,92.7904
Wl,LA1547,KernB1,4,5,B,96a,96a208a,208a-6b.jpg,2160,93.0568
Wl,LA1547,2.04.03,3,1,A,96a,96a127,127-3b.jpg,1384,92.0014
Wl,LA1547,KernA2,4,4,B,96b,96b127,127-6a.jpg,8891,86.552
Wl,LA1547,Apple404,4,3,B,96b,96b208a,208a-5b.jpg,2335,83.7045
Wl,LA1547,1.05.17,5,2,A,96a,96a127,127-7b.jpg,1720,92.7238
Wl,LA1547,BPA1,2,1,B,96b,96b127,127-2a.jpg,3825,84.162
Wl,LA1547,Fresa525,6,2,B,96b,96b208b,208b-8a.jpg,5481,86.4653
Wl,LA1547,Apple517,5,3,B,96b,96b208b,208b-7a.jpg,22744,87.0521
Wl,LA1547,1.03.12,3,4,A,96a,96a208a,208a-4b.jpg,2799,92.7109
Wl,LA1547,1.01.01,3,4,A,96b,96b208b,208b-4a.jpg,4280,85.5888
Wl,LA1547,94.4,3,3,A,96a,96a208b,208b-4b.jpg,0.821395241,93.1933
Wl,LA1547,PhiloMenlo,4,4,B,96a,96a208a,208a-6b.jpg,7938,93.0568
Wl,LA1547,1.04.04,5,2,A,96b,96b208b,208b-7a.jpg,6811,87.0521
Wl,LA1547,1.02.18,4,3,A,96b,96b127,127-5a.jpg,2870,86.8864
Wl,LA1547,BMM,4,1,B,96b,96b127,127-5a.jpg,3757,86.8864
Wl,LA1547,94.1,5,3,B,96a,96a127,127-7b.jpg,1863,92.7238
Wl,LA1547,KGB1,2,2,B,96a,96a208a,208a-2b.jpg,3405,92.5976
Wl,LA1547,1.04.21,2,5,A,96b,96b208a,208a-3b.jpg,3410,86.8364
Wl,LA1547,1.04.04,5,2,A,96a,96a208a,208a-7b.jpg,218,92.5054
Wl,LA1547,2.04.20,3,5,B,96b,96b127,127-4a.jpg,5784,86.9074
Wl,LA1547,94.4,3,5,A,96b,96b127,127-4a.jpg,8676,86.9074
Wl,LA1547,1.04.05,5,4,A,96a,96a208b,208b-7b.jpg,0.791746317,91.5386
Wl,LA1547,KernB2,1,3,B,96a,96a208a,208a-1b.jpg,2523,92.3072
Wl,LA1547,1.02.02,4,1,A,96a,96a208a,208a-5b.jpg,1490,92.3857
Wl,LA1547,1.03.16,2,2,A,96a,96a208b,208b-2b.jpg,0,91.6788
Wl,LA1547,1.02.01,6,2,A,96a,96a127,127-8b.jpg,4246,91.8144
Wl,LA1547,Acacia,1,5,B,96b,96b127,127-2a.jpg,12550,84.162
Wl,LA1547,Acacia,3,1,B,96b,96b208a,208a-3b.jpg,3484,86.8364
Wl,LA1547,2.04.12,5,1,B,96a,96a127,127-6b.jpg,3302,92.5569
Wl,LA1547,EsparatoFresa,5,4,A,96a,96a127,127-7b.jpg,9816,92.7238
Wl,LA1547,1.04.17,3,2,A,96a,96a127,127-3b.jpg,1065,92.0014
Wl,LA1547,2.04.17,1,2,B,96a,96a127,127-1b.jpg,3460,92.7
Wl,LA1547,BPA1,5,2,B,96a,96a127,127-7b.jpg,3813,92.7238
Wl,LA1547,BMM,2,4,B,96a,96a208a,208a-2b.jpg,8019,92.5976
Wl,LA1547,2.04.12,4,1,B,96a,96a208a,208a-5b.jpg,1515,92.3857
Wl,LA1547,1.01.03,5,5,A,96a,96a208b,208b-8b.jpg,0.892699601,92.4061
Wl,LA1547,DavisNavel,5,5,B,96a,96a208a,208a-8b.jpg,811,91.4142
Wl,LA1547,B05.10,2,5,B,96b,96b127,127-3a.jpg,447,85.605
Wl,LA1547,Fresa525,4,2,B,96a,96a208a,208a-5b.jpg,2017,92.3857
Wl,LA1547,UKRazz,4,1,B,96a,96a208a,208a-5b.jpg,1966,92.3857
Wl,LA1547,Rose,4,2,B,96b,96b208b,208b-5a.jpg,2097,86.764
Wl,LA1547,Apple404,3,4,B,96a,96a127,127-4b.jpg,1991,93.0272
Wl,LA1547,1.05.11,3,2,A,96b,96b208a,208a-3b.jpg,1686,86.8364
Wl,LA1547,Peachy,1,5,B,96b,96b208b,208b-2a.jpg,2656,85.9851
Wl,LA1547,1.04.05,3,4,A,96b,96b208b,208b-4a.jpg,2832,85.5888
Wl,LA1547,1.04.15,2,1,A,96b,96b208b,208b-2a.jpg,6638,85.9851
Wl,LA1547,1.04.12,1,5,A,96b,96b127,127-2a.jpg,14308,84.162
Wl,LA1547,Ausubel,5,1,B,96b,96b208a,208a-6b.jpg,2814,85.8214
Wl,LA1547,KatieTomato,2,2,B,96a,96a208b,208b-2b.jpg,0.870215881,91.6788
Wl,LA1547,1.02.17,5,5,A,96a,96a208a,208a-8b.jpg,919,91.4142
Wl,LA1547,Pepper,4,1,B,96b,96b208b,208b-5a.jpg,6593,86.764
Wl,LA1547,1.01.02,3,5,A,96a,96a127,127-4b.jpg,4520,93.0272
Wl,LA1547,KernB2,2,4,B,96a,96a127,127-2b.jpg,4735,93.6815
Wl,LA1547,PhiloMenlo,3,5,B,96a,96a208b,208b-4b.jpg,0.84753302,93.1933
Wl,LA1547,1.04.20,5,2,A,96b,96b127,127-7a.jpg,8946,84.6245
Wl,LA1547,KernB1,2,4,B,96a,96a208b,208b-2b.jpg,0.858833586,91.6788
Wl,LA1547,1.04.19,2,3,A,96a,96a208a,208a-2b.jpg,2301,92.5976
Wl,LA1547,Navel,3,1,B,96b,96b127,127-3a.jpg,449,85.605
Wl,LA1547,2.04.17,5,2,B,96b,96b127,127-7a.jpg,5347,84.6245
Wl,LA1547,1.02.01,4,5,A,96b,96b208a,208a-6b.jpg,6240,85.8214
Wl,LA1547,Gallo2,3,4,B,96b,96b208b,208b-4a.jpg,192,85.5888
Wl,LA1547,1.02.15,4,4,A,96a,96a208b,208b-6b.jpg,0,93.0293
Wl,LA1547,1.03.18,6,1,A,96b,96b208a,208a-8b.jpg,4293,85.4751
Wl,LA1547,1.03.18,3,1,A,96b,96b127,127-3a.jpg,5103,85.605
Wl,LA1547,1.05.17,3,2,A,96a,96a208a,208a-3b.jpg,1356,92.7904
Wl,LA1547,NobleRot,3,3,B,96b,96b127,127-4a.jpg,372,86.9074
Wl,LA1547,1.03.23,1,1,A,96b,96b208a,208a-1b.jpg,3504,84.5843
Wl,LA1547,1.04.19,4,1,A,96a,96a127,127-5b.jpg,4343,91.5294
Wl,LA1547,1.01.04,1,3,A,96a,96a208a,208a-1b.jpg,5148,92.3072
Wl,LA1547,Apple404,5,2,B,96b,96b208b,208b-7a.jpg,4249,87.0521
Wl,LA1547,1.05.04,4,4,A,96b,96b208b,208b-6a.jpg,4157,86.7936
Wl,LA1547,Rasp,4,2,B,96b,96b208a,208a-5b.jpg,5486,83.7045
Wl,LA1547,1.04.04,3,5,A,96a,96a127,127-4b.jpg,4014,93.0272
Wl,LA1547,Ausubel,4,5,B,96a,96a208b,208b-6b.jpg,0.905746447,93.0293
Wl,LA1547,1.03.20,1,3,A,96a,96a127,127-1b.jpg,1253,92.7
Wl,LA1547,FresaSD,6,1,B,96b,96b208a,208a-8b.jpg,1296,85.4751
Wl,LA1547,1.04.01,5,4,B,96a,96a127,127-7b.jpg,7761,92.7238
Wl,LA1547,NobleRot,4,5,B,96a,96a127,127-6b.jpg,1628,92.5569
Wl,LA1547,1.05.24,5,1,A,96a,96a208a,208a-6b.jpg,331,93.0568
Wl,LA1547,1.02.16,5,3,A,96b,96b127,127-7a.jpg,9202,84.6245
Wl,LA1547,1.01.01,6,1,A,96b,96b127,127-8a.jpg,3043,86.2279
Wl,LA1547,1.05.24,5,4,A,96a,96a127,127-7b.jpg,1807,92.7238
Wl,LA1547,Ausubel,5,2,B,96b,96b127,127-7a.jpg,8776,84.6245
Wl,LA1547,94.4,6,1,A,96b,96b208b,208b-8a.jpg,6946,86.4653
Wl,LA1547,2.04.08,5,5,B,96a,96a208a,208a-8b.jpg,7484,91.4142
Wl,LA1547,UKRazz,1,2,A,96b,96b208a,208a-1b.jpg,3804,84.5843
Wl,LA1547,1.02.06,6,2,A,96b,96b208a,208a-8b.jpg,2597,85.4751
Wl,LA1547,Pepper,2,2,B,96b,96b208a,208a-2b.jpg,4963,85.4719
Wl,LA1547,Apple517,1,1,B,96b,96b127,127-1a.jpg,16041,85.2364
Wl,LA1547,1.01.06,1,2,A,96a,96a208a,208a-1b.jpg,4417,92.3072
Wl,LA1547,Peachy,1,2,B,96a,96a208a,208a-1b.jpg,2548,92.3072
Wl,LA1547,1.04.04,4,4,A,96b,96b208a,208a-6b.jpg,240,85.8214
Wl,LA1547,1.05.14,3,3,A,96b,96b127,127-4a.jpg,2029,86.9074
Wl,LA1547,1.04.04,3,3,A,96b,96b127,127-4a.jpg,1498,86.9074
Wl,LA1547,Ausubel,6,2,B,96a,96a127,127-8b.jpg,11342,91.8144
Wl,LA1547,1.03.04,4,2,A,96b,96b127,127-5a.jpg,9825,86.8864
Wl,LA1547,1.04.15,2,5,A,96a,96a127,127-3b.jpg,232,92.0014
Wl,LA1547,2.04.12,4,4,B,96b,96b208a,208a-6b.jpg,9584,85.8214
Wl,LA1547,Fd2,5,3,B,96a,96a127,127-7b.jpg,1329,92.7238
Wl,LA1547,Grape,4,5,B,96b,96b208a,208a-6b.jpg,1676,85.8214
Wl,LA1547,1.03.12,4,5,A,96a,96a127,127-6b.jpg,1224,92.5569
Wl,LA1547,1.05.14,2,4,A,96b,96b208a,208a-2b.jpg,13523,85.4719
Wl,LA1547,2.04.14,4,5,B,96a,96a208a,208a-6b.jpg,1750,93.0568
Wl,LA1547,1.04.12,6,2,B,96a,96a127,127-8b.jpg,2112,91.8144
Wl,LA1547,1.03.04,1,3,A,96b,96b208a,208a-1b.jpg,7273,84.5843
Wl,LA1547,1.02.16,4,4,A,96a,96a208a,208a-6b.jpg,4544,93.0568
Wl,LA1547,Molly,3,3,B,96a,96a127,127-4b.jpg,1783,93.0272
Wl,LA1547,PhiloMenlo,2,5,B,96a,96a127,127-3b.jpg,308,92.0014
Wl,LA1547,2.04.17,1,4,B,96b,96b208b,208b-2a.jpg,1164,85.9851
Wl,LA1547,1.04.21,4,1,A,96a,96a127,127-5b.jpg,5651,91.5294
Wl,LA1547,1.02.20,4,5,A,96b,96b127,127-6a.jpg,9127,86.552
Wl,LA1547,1.03.04,1,3,A,96b,96b208b,208b-1a.jpg,10159,85.0742
Wl,LA1547,KGB1,1,2,B,96a,96a208b,208b-1b.jpg,1247,92.3472
Wl,LA1547,Fd1,2,5,B,96b,96b208a,208a-3b.jpg,3909,86.8364
Wl,LA1547,1.03.16,2,1,A,96b,96b208b,208b-2a.jpg,6893,85.9851
Wl,LA1547,1.05.16,5,3,A,96a,96a208b,208b-7b.jpg,0.944948735,91.5386
Wl,LA1547,1.03.22,5,5,A,96a,96a208b,208b-8b.jpg,0.858729484,92.4061
Wl,LA1547,KGB1,3,3,B,96b,96b208a,208a-4b.jpg,9371,85.703
Wl,LA1547,1.04.01,4,1,A,96b,96b208a,208a-5b.jpg,1877,83.7045
Wl,LA1547,1.04.05,3,3,A,96a,96a208a,208a-4b.jpg,1052,92.7109
Wl,LA1547,2.04.09,3,2,B,96a,96a127,127-3b.jpg,3398,92.0014
Wl,LA1547,1.05.16,3,1,A,96b,96b208a,208a-3b.jpg,3813,86.8364
Wl,LA1547,Grape,3,2,B,96a,96a127,127-3b.jpg,3381,92.0014
Wl,LA1547,PepperSub,4,2,B,96b,96b208b,208b-5a.jpg,4896,86.764
Wl,LA1547,Apple517,4,2,B,96a,96a127,127-5b.jpg,8704,91.5294
Wl,LA1547,1.02.05,6,1,B,96a,96a127,127-8b.jpg,6945,91.8144
Wl,LA1547,MEAP6G,3,3,B,96a,96a208a,208a-4b.jpg,1390,92.7109
Wl,LA1547,Ausubel,3,4,B,96b,96b208b,208b-4a.jpg,9468,85.5888
Wl,LA1547,Apple404,3,4,B,96b,96b127,127-4a.jpg,10315,86.9074
Wl,LA1547,KernA2,5,5,B,96b,96b208b,208b-8a.jpg,13480,86.4653
Wl,LA1547,2.04.11,1,3,B,96b,96b208b,208b-1a.jpg,13059,85.0742
Wl,LA1547,1.04.05,3,4,A,96b,96b208a,208a-4b.jpg,1406,85.703
Wl,LA1547,2.04.04,6,2,A,96a,96a127,127-8b.jpg,8872,91.8144
Wl,LA1547,1.01.01,2,5,A,96b,96b208a,208a-3b.jpg,2315,86.8364
Wl,LA1547,2.04.18,5,1,B,96b,96b208a,208a-6b.jpg,4020,85.8214
Wl,LA1547,1.05.17,4,3,A,96b,96b208a,208a-5b.jpg,3671,83.7045
Wl,LA1547,1.01.06,3,4,A,96b,96b127,127-4a.jpg,9448,86.9074
Wl,LA1547,2.04.09,5,2,B,96a,96a208b,208b-7b.jpg,0.885728023,91.5386
Wl,LA1547,1.04.03,5,1,A,96b,96b208a,208a-6b.jpg,1945,85.8214
Wl,LA1547,1.02.03,4,4,A,96a,96a208b,208b-6b.jpg,0,93.0293
Wl,LA1547,Gallo2,3,5,B,96a,96a127,127-4b.jpg,480,93.0272
Wl,LA1547,1.03.12,3,5,A,96b,96b208b,208b-4a.jpg,9133,85.5888
Wl,LA1547,1.03.22,4,1,A,96b,96b208b,208b-5a.jpg,2800,86.764
Wl,LA1547,1.01.03,2,1,A,96b,96b127,127-2a.jpg,8018,84.162
Wl,LA1547,Gallo2,2,4,B,96b,96b208a,208a-2b.jpg,3737,85.4719
Wl,LA1547,Molly,4,5,B,96b,96b127,127-6a.jpg,11219,86.552
Wl,LA1547,1.02.15,2,4,A,96a,96a208a,208a-2b.jpg,3468,92.5976
Wl,LA1547,Supersteak,5,5,B,96b,96b208a,208a-8b.jpg,5388,85.4751
Wl,LA1547,2.04.04,6,1,B,96a,96a208a,208a-8b.jpg,6063,91.4142
Wl,LA1547,2.04.11,1,1,B,96a,96a208b,208b-1b.jpg,2217,92.3472
Wl,LA1547,2.04.12,1,3,B,96b,96b127,127-1a.jpg,7236,85.2364
Wl,LA1547,Triple3,5,1,B,96b,96b208b,208b-6a.jpg,6047,86.7936
Wl,LA1547,1.05.22,5,4,A,96b,96b208a,208a-7b.jpg,705,86.0607
Wl,LA1547,1.03.12,5,1,A,96b,96b127,127-6a.jpg,8915,86.552
Wl,LA1547,1.04.02,4,1,A,96a,96a208b,208b-5b.jpg,0,91.5341
Wl,LA1547,EsparatoFresa,4,4,B,96b,96b127,127-6a.jpg,463,86.552
Wl,LA1547,Peachy,4,1,A,96b,96b127,127-5a.jpg,6054,86.8864
Wl,LA1547,1.02.04,1,1,A,96b,96b208a,208a-1b.jpg,1000,84.5843
Wl,LA1547,1.01.15,1,2,A,96b,96b127,127-1a.jpg,9246,85.2364
Wl,LA1547,Rose,2,5,B,96a,96a208a,208a-3b.jpg,2875,92.7904
Wl,LA1547,1.03.22,4,3,A,96a,96a208a,208a-5b.jpg,5257,92.3857
Wl,LA1547,Triple3,1,1,B,96a,96a208a,208a-1b.jpg,2771,92.3072
Wl,LA1547,Gallo3,2,1,B,96b,96b127,127-2a.jpg,3754,84.162
Wl,LA1547,MEAP6G,5,5,B,96a,96a208b,208b-8b.jpg,0.874052154,92.4061
Wl,LA1547,1.03.20,5,3,A,96a,96a208a,208a-7b.jpg,1501,92.5054
Wl,LA1547,1.01.06,5,1,A,96b,96b208a,208a-6b.jpg,1904,85.8214
Wl,LA1547,1.05.11,3,3,A,96a,96a127,127-4b.jpg,1568,93.0272
Wl,LA1547,MEAP6G,4,3,B,96b,96b127,127-5a.jpg,8591,86.8864
Wl,LA1547,KernB2,2,4,B,96b,96b208a,208a-2b.jpg,7722,85.4719
Wl,LA1547,2.04.14,4,3,B,96a,96a127,127-5b.jpg,2883,91.5294
Wl,LA1547,1.02.06,1,3,A,96a,96a208b,208b-1b.jpg,2154,92.3472
Wl,LA1547,1.03.22,3,5,A,96b,96b208a,208a-4b.jpg,1238,85.703
Wl,LA1547,1.01.06,5,3,A,96a,96a208b,208b-7b.jpg,0.928435946,91.5386
Wl,LA1547,1.02.03,2,3,A,96a,96a127,127-2b.jpg,1512,93.6815
Wl,LA1547,1.01.06,2,2,A,96a,96a127,127-2b.jpg,4181,93.6815
Wl,LA1547,1.04.03,4,2,A,96b,96b127,127-5a.jpg,6069,86.8864
Wl,LA1547,B05.10,6,2,B,96a,96a208a,208a-8b.jpg,2564,91.4142
Wl,LA1547,KernB1,6,1,B,96b,96b127,127-8a.jpg,7238,86.2279
Wl,LA1547,2.04.03,3,2,B,96b,96b208a,208a-3b.jpg,1011,86.8364
Wl,LA1547,1.04.17,4,5,A,96b,96b208b,208b-6a.jpg,5776,86.7936
Wl,LA1547,1.03.12,2,4,A,96a,96a208b,208b-2b.jpg,0.834257461,91.6788
Wl,LA1547,2.04.14,4,4,B,96b,96b208b,208b-6a.jpg,6632,86.7936
Wl,LA1547,Fd1,1,2,B,96b,96b127,127-1a.jpg,337,85.2364
Wl,LA1547,1.03.02,6,2,A,96b,96b127,127-8a.jpg,12170,86.2279
Wl,LA1547,Pepper,1,2,B,96a,96a127,127-1b.jpg,1769,92.7
Wl,LA1547,Supersteak,1,5,B,96b,96b127,127-2a.jpg,12374,84.162
Wl,LA1547,Rasp,4,2,B,96a,96a127,127-5b.jpg,9028,91.5294
Wl,LA1547,1.03.23,5,2,A,96a,96a208b,208b-7b.jpg,0.825570173,91.5386
Wl,LA1547,BPA1,5,2,B,96b,96b208b,208b-7a.jpg,4452,87.0521
Wl,LA1547,2.04.21,5,4,B,96a,96a208b,208b-7b.jpg,0.778727266,91.5386
Wl,LA1547,1.05.22,1,1,A,96a,96a127,127-1b.jpg,1234,92.7
Wl,LA1547,1.04.01,3,4,A,96a,96a208b,208b-4b.jpg,0.806752745,93.1933
Wl,LA1547,KatieTomato,4,3,B,96b,96b127,127-5a.jpg,10684,86.8864
Wl,LA1547,1.03.18,1,1,A,96a,96a127,127-1b.jpg,2512,92.7
Wl,LA1547,2.04.04,5,5,B,96b,96b208b,208b-8a.jpg,8598,86.4653
Wl,LA1547,1.04.15,2,2,A,96a,96a208a,208a-2b.jpg,311,92.5976
Wl,LA1547,Mex03,4,4,B,96a,96a127,127-6b.jpg,1587,92.5569
Wl,LA1547,1.02.20,3,1,A,96a,96a127,127-3b.jpg,509,92.0014
Wl,LA1547,Geranium,1,1,B,96b,96b208b,208b-1a.jpg,1478,85.0742
Wl,LA1547,1.02.01,1,3,A,96a,96a208b,208b-1b.jpg,1676,92.3472
Wl,LA1547,PepperSub,1,1,B,96b,96b208a,208a-1b.jpg,8131,84.5843
Wl,LA1547,1.03.02,1,1,A,96a,96a208b,208b-1b.jpg,532,92.3472
Wl,LA1547,1.03.20,2,3,A,96a,96a208b,208b-2b.jpg,0.888259286,91.6788
Wl,LA1547,1.03.23,1,4,A,96b,96b208b,208b-2a.jpg,1374,85.9851
Wl,LA1547,1.01.02,4,1,A,96b,96b208a,208a-5b.jpg,3699,83.7045
Wl,LA1547,2.04.04,6,1,B,96b,96b208a,208a-8b.jpg,2605,85.4751
Wl,LA1547,1.05.22,2,5,A,96b,96b208b,208b-3a.jpg,2072,86.4356
Wl,LA1547,1.04.17,4,2,A,96a,96a208a,208a-5b.jpg,2928,92.3857
Wl,LA1547,1.05.24,2,2,A,96b,96b208a,208a-2b.jpg,4000,85.4719
Wl,LA1547,1.04.21,1,2,A,96b,96b208b,208b-1a.jpg,8987,85.0742
Wl,LA1547,1.01.04,3,1,A,96b,96b127,127-3a.jpg,3119,85.605
Wl,LA1547,2.04.09,3,5,B,96b,96b208a,208a-4b.jpg,2007,85.703
Wl,LA1547,Molly,2,4,B,96a,96a208b,208b-2b.jpg,0.868086562,91.6788
Wl,LA1547,B05.10,3,3,B,96a,96a208b,208b-4b.jpg,0.911980274,93.1933
Wl,LA1547,1.02.17,6,2,A,96b,96b208b,208b-8a.jpg,5697,86.4653
Wl,LA1547,1.04.05,5,1,A,96a,96a127,127-6b.jpg,778,92.5569
Wl,LA1547,1.02.02,4,1,B,96b,96b127,127-5a.jpg,6896,86.8864
Wl,LA1547,1.01.15,5,1,A,96a,96a127,127-6b.jpg,1620,92.5569
Wl,LA1547,2004,5,2,A,96a,96a208b,208b-7b.jpg,0.809725794,91.5386
Wl,LA1547,2.04.17,5,3,B,96a,96a208a,208a-7b.jpg,2936,92.5054
Wl,LA1547,Acacia,2,5,B,96b,96b208b,208b-3a.jpg,2644,86.4356
Wl,LA1547,1.02.06,2,5,A,96b,96b127,127-3a.jpg,698,85.605
Wl,LA1547,Molly,1,1,B,96b,96b208a,208a-1b.jpg,5094,84.5843
Wl,LA1547,Triple3,2,2,B,96a,96a127,127-2b.jpg,8118,93.6815
Wl,LA1547,Pepper,5,3,B,96b,96b127,127-7a.jpg,11745,84.6245
Wl,LA1547,1.02.18,3,2,A,96a,96a127,127-3b.jpg,2354,92.0014
Wl,LA1547,1.04.15,5,5,A,96b,96b127,127-8a.jpg,2385,86.2279
Wl,LA1547,Fd2,3,3,B,96b,96b127,127-4a.jpg,4007,86.9074
Wl,LA1547,2.04.09,2,5,B,96b,96b208b,208b-3a.jpg,4523,86.4356
Wl,LA1547,KernA2,5,3,B,96b,96b208a,208a-7b.jpg,11635,86.0607
Wl,LA1547,Gallo2,1,1,B,96a,96a208a,208a-1b.jpg,431,92.3072
Wl,LA1547,1.02.02,3,4,A,96a,96a208b,208b-4b.jpg,0.885175829,93.1933
Wl,LA1547,1.01.15,3,5,A,96b,96b208b,208b-4a.jpg,5718,85.5888
Wl,LA1547,1.02.16,5,3,A,96a,96a127,127-7b.jpg,1922,92.7238
Wl,LA1547,1.04.17,3,5,A,96b,96b127,127-4a.jpg,4182,86.9074
Wl,LA1547,Gallo1,3,4,B,96a,96a208b,208b-4b.jpg,0.836931621,93.1933
Wl,LA1547,Fresa525,1,3,B,96a,96a127,127-1b.jpg,4956,92.7
Wl,LA1547,1.02.17,4,4,A,96b,96b127,127-6a.jpg,3106,86.552
Wl,LA1547,2.04.08,2,2,B,96a,96a127,127-2b.jpg,5733,93.6815
Wl,LA1547,FresaSD,4,2,B,96a,96a208a,208a-5b.jpg,1027,92.3857
Wl,LA1547,Fresa525,3,3,B,96a,96a208b,208b-4b.jpg,0.853579285,93.1933
Wl,LA1547,DavisNavel,5,4,B,96b,96b208b,208b-7a.jpg,5110,87.0521
Wl,LA1547,Pepper,1,2,B,96a,96a208a,208a-1b.jpg,4778,92.3072
Wl,LA1547,1.05.04,2,5,A,96a,96a208a,208a-3b.jpg,536,92.7904
Wl,LA1547,BPA1,6,1,B,96a,96a208a,208a-8b.jpg,5048,91.4142
Wl,LA1547,UKRazz,3,5,B,96a,96a127,127-4b.jpg,9319,93.0272
Wl,LA1547,DavisNavel,3,4,B,96b,96b208a,208a-4b.jpg,4032,85.703
Wl,LA1547,94.4,3,3,A,96a,96a208a,208a-4b.jpg,1250,92.7109
Wl,LA1547,Geranium,1,1,B,96a,96a127,127-1b.jpg,2843,92.7
Wl,LA1547,PhiloMenlo,1,1,B,96b,96b208b,208b-1a.jpg,6014,85.0742
Wl,LA1547,EsparatoFresa,4,3,B,96b,96b208a,208a-5b.jpg,400,83.7045
Wl,LA1547,MEAP6G,2,3,B,96b,96b208a,208a-2b.jpg,4115,85.4719
Wl,LA1547,1.01.01,3,5,A,96a,96a208b,208b-4b.jpg,0.88653744,93.1933
Wl,LA1547,1.02.15,6,1,A,96b,96b208b,208b-8a.jpg,5203,86.4653
Wl,LA1547,Geranium,3,4,B,96b,96b208a,208a-4b.jpg,1882,85.703
Wl,LA1547,PepperSub,3,1,B,96a,96a208a,208a-3b.jpg,4593,92.7904
Wl,LA1547,Rose,5,5,A,96a,96a127,127-8b.jpg,3301,91.8144
Wl,LA1547,2.04.17,3,2,B,96a,96a208b,208b-3b.jpg,0.846861566,92.0386
Wl,LA1547,KGB2,5,5,B,96a,96a127,127-8b.jpg,7032,91.8144
Wl,LA1547,1.05.04,4,2,A,96b,96b208a,208a-5b.jpg,3498,83.7045
Wl,LA1547,2.04.03,2,1,B,96b,96b208b,208b-2a.jpg,2475,85.9851
Wl,LA1547,1.05.22,4,1,A,96a,96a208a,208a-5b.jpg,1721,92.3857
Wl,LA1547,Triple3,4,5,B,96b,96b127,127-6a.jpg,6796,86.552
Wl,LA1547,KernB2,4,2,B,96a,96a208b,208b-5b.jpg,0.912500425,91.5341
Wl,LA1547,2004,4,4,A,96a,96a127,127-6b.jpg,1894,92.5569
Wl,LA1547,1.01.04,4,1,A,96b,96b208b,208b-5a.jpg,3077,86.764
Wl,LA1547,1.02.20,2,3,A,96a,96a208b,208b-2b.jpg,0.964288292,91.6788
Wl,LA1547,DavisNavel,3,4,B,96a,96a208b,208b-4b.jpg,0.901338,93.1933
Wl,LA1547,1.02.06,3,2,A,96a,96a208a,208a-3b.jpg,507,92.7904
Wl,LA1547,BMM,4,5,B,96b,96b208a,208a-6b.jpg,1180,85.8214
Wl,LA1547,Grape,3,2,B,96b,96b127,127-3a.jpg,2132,85.605
Wl,LA1547,MEAP6G,2,5,B,96a,96a127,127-3b.jpg,402,92.0014
Wl,LA1547,1.01.04,5,1,A,96a,96a208b,208b-6b.jpg,0.865634948,93.0293
Wl,LA1547,1.05.17,1,2,A,96b,96b208b,208b-1a.jpg,11267,85.0742
Wl,LA1547,1.04.02,1,2,A,96b,96b208a,208a-1b.jpg,1127,84.5843
Wl,LA1547,Gallo2,2,5,B,96a,96a208b,208b-3b.jpg,0.660126667,92.0386
Wl,LA1547,NobleRot,4,1,B,96a,96a208b,208b-5b.jpg,0,91.5341
Wl,LA1547,Grape,4,4,B,96a,96a208b,208b-6b.jpg,0,93.0293
Wl,LA1547,KatieTomato,4,5,B,96a,96a127,127-6b.jpg,6559,92.5569
Wl,LA1547,NobleRot,6,1,B,96b,96b208b,208b-8a.jpg,1923,86.4653
Wl,LA1547,1.03.18,1,2,A,96a,96a208a,208a-1b.jpg,2892,92.3072
Wl,LA1547,2.04.11,5,2,B,96a,96a127,127-7b.jpg,3429,92.7238
Wl,LA1547,1.02.04,2,2,A,96a,96a208a,208a-2b.jpg,2622,92.5976
Wl,LA1547,2.04.14,3,1,B,96b,96b208a,208a-3b.jpg,7069,86.8364
Wl,LA1547,2.04.18,1,3,B,96a,96a127,127-1b.jpg,5019,92.7
Wl,LA1547,Supersteak,6,1,A,96a,96a127,127-8b.jpg,7773,91.8144
Wl,LA1547,1.02.16,3,2,A,96a,96a208b,208b-3b.jpg,0.831862218,92.0386
Wl,LA1547,1.02.18,4,5,A,96a,96a208b,208b-6b.jpg,0.852798556,93.0293
Wl,LA1547,1.02.03,4,2,A,96a,96a208a,208a-5b.jpg,1883,92.3857
Wl,LA1547,1.03.19,1,2,A,96a,96a208b,208b-1b.jpg,1762,92.3472
Wl,LA1547,1.03.23,4,2,A,96a,96a127,127-5b.jpg,9139,91.5294
Wl,LA1547,Fd1,4,1,B,96a,96a208b,208b-5b.jpg,0.945860265,91.5341
